#JCAT	Satcat	Launch_Tag	Piece	Type	Name	PLName	LDate	Parent	SDate	Primary	DDate	Status	Dest	Owner	State	Manufacturer	Bus	Motor	Mass	MassFlag	DryMass	DryFlag	TotMass	TotFlag	Length	LFlag	Diameter	DFlag	Span	SpanFlag	Shape	ODate	Perigee	PF	Apogee	AF	Inc	IF	OpOrbit	OQUAL	AltNames
# Updated 2025 Aug  5 0444:29
S00569	00569	1963-011	1963-011A	P           	Kosmos-15	Zenit-2 No. 8L	1963 Apr 22	S00570	1963 Apr 22 0839?	Earth	1963 Apr 27 0645?	L	KRZ?	OKB1	SU	OKB1	Zenit-2	-	    2100 	 	   2100 	 	    4700 	 	   6.5 	?	  2.4 	?	    6.5 	?	Sphere + DCone	1963 Apr 24	     160	 	     357	 	 64.97 	 	LLEO/I	-	-
S00570	00570	1963-011	1963-011B	R3          	Vostok-2 (N07) Stage 3	8A92E	1963 Apr 22	R07439	1963 Apr 22 0839?	Earth	1963 May  1	R	-	RVSN	SU	PROG	Blok-E	-	    1440 	 	   1440 	 	    1440 	 	   3.8 	 	  2.6 	 	    3.8 	 	Cyl	1963 Apr 25	     169	 	     329	 	 64.95 	 	LLEO/I	-	-
S00571	00571	1963-012	1963-012A	P           	Kosmos-16	Zenit-2 No. 10L	1963 Apr 28	S00572	1963 Apr 28 0859?	Earth	1963 May  8 0650?	L	KRZ?	OKB1	SU	OKB1	Zenit-2	-	    2100 	 	   2100 	 	    4700 	 	   6.5 	?	  2.4 	?	    6.5 	?	Sphere + DCone	1963 Apr 30	     195	 	     384	 	 65.04 	 	LLEO/I	-	-
S00572	00572	1963-012	1963-012B	R3          	Vostok-2 (N08) Stage 3	8A92E	1963 Apr 28	R07478	1963 Apr 28 0859?	Earth	1963 May 20	R	-	RVSN	SU	PROG	Blok-E	-	    1440 	 	   1440 	 	    1440 	 	   3.8 	 	  2.6 	 	    3.8 	 	Cyl	1963 May  7	     191	 	     350	 	 64.98 	 	LLEO/I	-	-
S00573	00573	1963-013	1963-013A	P           	Telstar 2	Telstar 2	1963 May  7	S00575	1963 May  7 1153	Earth	-	O	-	ATT	US	BTL	TSX	-	      79 	 	     79 	 	      79 	 	   0.9 	 	  0.9 	 	    1.5 	 	Sphere + Ant	1963 Jun 13	     972	 	   10804	 	 42.72 	 	MEO	-	-
S00574	00574	1963-014	1963-014A	P A         	Midas 7	Midas ETS-III F2	1963 May  9	A00337	1963 May  9 2015	Earth	-	AO	-	AFSSD	US	LMSC	Midas	-	     840 	 	    840 	?	    1540 	?	   2.0 	 	  1.5 	 	    2.0 	 	Cone	1963 Jun 11	    3569	 	    3714	 	 87.38 	 	MEO	-	FTV 1206
S00575	00575	1963-013	1963-013B	R3          	Delta 18 Stage 3	Altair X-248-A5DM?	1963 May  7	R07501	1963 May  7 1153	Earth	-	O	-	GSFC	US	ABL	Altair	-	      24 	 	     24 	 	      24 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1963 Oct 22	     965	 	   10794	 	 42.74 	 	MEO	-	-
S00576	00576	1963-015	1963-015A	PH H        	Faith Seven	Mercury SC20	1963 May 15	S00577	1963 May 15 1309:19	Earth	1963 May 16 2324:02	L	27.38N 176.59W	MSC	US	MCDA	Mercury	-	    1170 	?	   1170 	?	    1373 	?	   2.9 	 	  1.8 	 	    2.9 	 	Frust	1963 May 15	     163	 	     265	 	 32.54 	 	LLEO/I	-	Mercury MA-9
S00577	00577	1963-015	1963-015B	R1          	Atlas D 130D	Atlas D 130D	1963 May 15	-	1963 May 15 1309:16	Earth	1963 May 16 0500?	R	-	MSC	US	GDC	Atlas	-	    3400 	 	   3400 	 	    3400 	 	  20.0 	 	  3.0 	 	   20.0 	 	Cyl	1963 May 15	     163	 	     222	 	 32.54 	 	LLEO/I	-	-
S00578	00578	1963-016	1963-016A	P A         	OPS 0924	LANYARD 2	1963 May 18	A00349	1963 May 18 2227	Earth	1963 May 27	AR	-	NRO/CIA	US	LMSC	CORONA LANYARD	-	     472 	 	    472 	 	    1585 	 	   3.8 	 	  1.5 	 	    3.8 	 	Cyl + Frust	1963 May 20	     158	 	     491	 	 74.64 	 	LLEO/I	-	:C,:CC,NRO Mission 8002:CM,CORONA 64:CA
S00579	00579	1963-014	1963-014B	P           	TRS 5	ERS 5	1963 May  9	A00337	1963 May  9 2130?	Earth	2011 Nov 11	R	-	AFSSD	US	TRW	TRS	-	       1 	 	      1 	 	       1 	 	   0.2 	 	  0.2 	 	    0.2 	 	Tetrahedron	1963 Jun 25	    3604	 	    3681	 	 87.35 	 	MEO	-	-
S00580	00580	1963-017	1963-017A	P           	Kosmos-17	DS-A1 No. 2	1963 May 22	S00588	1963 May 22 0308	Earth	1965 Jun  2 2200?	R	-	OKB586	SU	OKB586	DS	-	     220 	 	    220 	 	     220 	 	   1.8 	 	  1.2 	 	    1.8 	 	Ell	1963 Jun 24	     265	 	     751	 	 48.97 	 	LLEO/I	-	-
S00581	00581	1963-017	1963-017B	D  O        	deb Kosmos-17	-	1963 May 22	S00580	1963 May 22 0308?	Earth	1963 Aug 26	R	-	OKB1	SU	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 May 29	     249	 	     699	 	 48.99 	 	LLEO/I	-	-
S00582	00582	1963-017	1963-017C	D  O        	deb Kosmos-17	DS-A1 high debris	1963 May 22	S00580	1963 May 22 0308?	Earth	1965 May 12	R	-	OKB586	SU	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Jun 29	     351	 	     805	 	 49.22 	 	LLEO/I	-	-
S00583	00583	1963-017	1963-017D	D  O        	deb Kosmos-17	-	1963 May 22	S00580	1963 May 22 0308?	Earth	1963 Aug 30	R	-	OKB586	SU	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 May 28	     257	 	     714	 	 49.07 	 	LLEO/I	-	-
S00584	00584	1963-017	1963-017E	D  O        	deb Kosmos-17	-	1963 May 22	S00580	1963 May 22 0308?	Earth	1963 Jul 25	R	-	OKB586	SU	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Jun  3	     251	 	     726	 	 48.98 	 	LLEO/I	-	-
S00585	00585	1963-017	1963-017F	D  O        	deb Kosmos-17	-	1963 May 22	S00580	1963 May 22 0308?	Earth	1963 Sep 30	R	-	OKB586	SU	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Sep 20	     322	 	     774	 	 49.32 	 	LLEO/I	-	-
S00586	00586	1963-018	1963-018A	P           	Kosmos-18	Zenit-2 No. 11L	1963 May 24	S00587	1963 May 24 1042?	Earth	1963 Jun  2 0748?	L	KRZ?	OKB1	SU	OKB1	Zenit-2	-	    2100 	 	   2100 	 	    4700 	 	   6.5 	?	  2.4 	?	    6.5 	?	Sphere + DCone	1963 May 30	     203	 	     278	 	 64.91 	 	LLEO/I	-	-
S00587	00587	1963-018	1963-018B	R3          	Vostok-2 (N09) Stage 3	8A92E	1963 May 24	R07617	1963 May 24 1042?	Earth	1963 Jun  8	R	-	RVSN	SU	PROG	Blok-E	-	    1440 	 	   1440 	 	    1440 	 	   3.8 	 	  2.6 	 	    3.8 	 	Cyl	1963 May 31	     199	 	     263	 	 64.95 	 	LLEO/I	-	-
S00588	00588	1963-017	1963-017G	R2          	Kosmos 63S1 (N13) Stage 2	S1	1963 May 22	R07585	1963 May 22 0308	Earth	1964 Apr  2	R	-	RVSN	SU	OKB586	S1	-	     840 	 	    840 	 	     840 	 	   8.0 	 	  1.6 	 	    8.0 	 	Cyl	1963 Jun 22	     269	 	     740	 	 48.98 	 	LLEO/I	-	-
S00589	00589	1963-014	1963-014D	P           	DASH 1	DASH 1	1963 May  9	A00337	1963 May  9 2130?	Earth	-	O	-	AFSSD?	US	MITLL?	DASH	-	       1 	 	      1 	 	       1 	 	   2.4 	 	  2.4 	 	    2.4 	 	Sphere	1963 Nov 30	    3611	 	    3676	 	 87.36 	 	MEO	-	-
S00590	00590	1963-019	1963-019A	P A         	OPS 0954	CORONA M-21	1963 Jun 12	A00355	1963 Jun 13 0005	Earth	1963 Jul 12	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	     468 	?	    468 	?	    1528 	?	   2.3 	 	  1.5 	 	    2.3 	 	Frust + Cyl	1963 Jun 21	     181	 	     405	 	 81.81 	 	LLEO/I	-	:C,:CC,NRO Mission 9054:CM,CORONA 65:CA,MURAL 21
S00591	00591	1963-020	1963-020A	PH H        	Vostok-5	Vostok-3A No. 7	1963 Jun 14	S00592	1963 Jun 14 1208	Earth	1963 Jun 19 1059	L	53.40N 67.61E	OKB1	SU	OKB1	Vostok	-	    2100 	 	   2100 	 	    4700 	 	   6.5 	?	  2.4 	?	    6.5 	?	Sphere + DCone	1963 Jun 18	     158	 	     164	 	 64.92 	 	LLEO/I	-	3KA No. 7:RA2
S00592	00592	1963-020	1963-020B	R3          	Vostok 8K72 No. 24 Stage 3	8K72KE No. E103-24	1963 Jun 14	R07712	1963 Jun 14 1208	Earth	1963 Jun 16	R	-	RVSN	SU	PROG	Blok-E	-	    1440 	 	   1440 	 	    1440 	 	   3.8 	 	  2.6 	 	    3.8 	 	Cyl	1963 Jun 16	     117	 	     177	 	 64.85 	 	LLEO/I	-	-
S00593	00593	1963-021	1963-021A	P A         	WILD BILL 4	AFTRACK 33/Mission 7216	1963 Jun 15	A08433	1963 Jun 15 1436	Earth	1963 Aug  7	AR	-	SAFSP	US	ATI	AFTRACK	-	       5 	?	      5 	?	     976 	 	   0.1 	?	  0.2 	?	    0.2 	?	Box	1963 Jun 29	     174	 	     813	 	 69.87 	 	LLEO/I	-	NRO Mission 7216
S00594	00594	1963-022	1963-022A	P           	Transit VA-3	Transit VA-3	1963 Jun 16	S00603	1963 Jun 16 0200	Earth	1990 Aug  3	R	-	BUWEPS	US	APL	Transit 5	-	      59 	 	     59 	 	      59 	 	   0.2 	 	  0.5 	 	   30.0 	 	Oct Cyl + 4 Pan + Ant	1963 Jul 21	     728	 	     754	 	 90.02 	 	LEO/P	-	-
S00595	00595	1963-023	1963-023A	PH H        	Vostok-6	Vostok-3A No. 8	1963 Jun 16	S00596	1963 Jun 16 0939	Earth	1963 Jun 19 0815	L	53.27N 80.46E	OKB1	SU	OKB1	Vostok	-	    2100 	 	   2100 	 	    4700 	 	   6.5 	?	  2.4 	?	    6.5 	?	Sphere + DCone	1963 Jun 18	     163	 	     191	 	 64.92 	 	LLEO/I	-	3KA No. 8:RA2
S00596	00596	1963-023	1963-023B	R3          	Vostok 8K72 No. 25 Stage 3	8K72KE No. E103-25	1963 Jun 16	R07722	1963 Jun 16 0939	Earth	1963 Jun 18	R	-	RVSN	SU	PROG	Blok-E	-	    1440 	 	   1440 	 	    1440 	 	   3.8 	 	  2.6 	 	    3.8 	 	Cyl	1963 Jun 16	     163	 	     223	 	 65.08 	 	LLEO/I	-	-
S00597	00597	1963-021	1963-021F	P           	SURCAL 3	SURCAL	1963 Jun 15	A08433	1963 Jun 15 1524	Earth	1963 Jul  5	R	-	NRL	US	NRL	Surcal	-	       4 	 	      4 	 	       4 	 	   0.2 	 	  0.2 	 	    0.2 	 	Box	1963 Jun 22	     139	 	     768	 	 69.69 	 	LLEO/I	-	-
S00598	00598	1963-021	1963-021E	P           	NRL PL112	POPPY 2 Charlie	1963 Jun 15	A08433	1963 Jun 15 1524	Earth	1963 Jul 27	R	-	NRO/NRL	US	NRL	NRL 20"	-	      29 	 	     29 	 	      29 	 	   0.5 	 	  0.5 	 	    0.5 	 	Sphere	1963 Jun 24	     173	 	     829	 	 69.92 	 	LLEO/I	-	NRO Mission 7102C,FTV 1292
S00599	00599	1963-021	1963-021C	P           	SR VI	POPPY 2 Alfa	1963 Jun 15	A08433	1963 Jun 15 1524	Earth	1963 Aug  1	R	-	NRO/NRL	US	NRL	NRL 24"	-	      38 	 	     38 	 	      38 	 	   0.5 	 	  0.5 	 	    0.5 	 	Sphere	1963 Jun 24	     165	 	     846	 	 69.77 	 	LLEO/I	-	NRO Mission 7102A,Solrad 6A,NRL PL110
S00600	00600	1963-021	1963-021D	P           	NRL PL130	POPPY 2 Bravo	1963 Jun 15	A08433	1963 Jun 15 1524	Earth	1963 Jul 30	R	-	NRO/NRL	US	NRL	NRL 24"	-	      38 	 	     38 	 	      38 	 	   0.5 	 	  0.5 	 	    0.5 	 	Sphere	1963 Jun 24	     174	 	     837	 	 69.94 	 	LLEO/I	-	NRO Mission 7102B,Radose
S00601	00601	1963-021	1963-021B	P           	Lofti IIB	Lofti 2B	1963 Jun 15	A08433	1963 Jun 15 1524	Earth	1963 Jul 18	R	-	NRL	US	NRL	NRL 20"	-	      27 	 	     27 	 	      27 	 	   0.5 	 	  0.5 	 	   12.0 	 	Sphere + Ant	1963 Jun 23	     169	 	     834	 	 69.86 	 	LLEO/I	-	NRL PL111?
S00602	00602	1963-014	1963-014E	C  F        	Midas solar array cover	Strongback [RCS 0.4]	1963 May  9	A00337	1963 May  9 2130?	Earth	-	O	-	AFSSD	US	-	-	-	      10 	?	     10 	?	      10 	?	   1.5 	 	  0.3 	 	    1.5 	 	Pan	1963 Jun 17	    3595	 	    3659	 	 87.36 	 	MEO	-	-
S00603	00603	1963-022	1963-022B	R4          	Scout S120 Stage 4	Altair X-248-A5S BSB-254	1963 Jun 16	R07719	1963 Jun 16 0200	Earth	2000 May 17	R	-	LARCN	US	ABL	Altair	-	      24 	 	     24 	 	      24 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1963 Jul 16	     723	 	     758	 	 90.02 	 	LEO/P	-	-
S00604	00604	1963-024	1963-024A	P           	Tiros 7	Tiros G	1963 Jun 19	S00605	1963 Jun 19 1011	Earth	1994 Jun  3	R	-	GSFC	US	RCA	Tiros	-	     135 	 	    135 	 	     135 	 	   0.6 	 	  1.1 	 	    1.1 	 	Cyl	1963 Jul 24	     614	 	     656	 	 58.21 	 	LEO/I	-	:N,:NB,NASA A-52:NA2
S00605	00605	1963-024	1963-024B	R3          	Delta 19 Stage 3	Altair X-248-A5DM? SV-355	1963 Jun 19	R07750	1963 Jun 19 1001	Earth	1978 Dec 23	R	-	GSFC	US	ABL	Altair	-	      24 	 	     24 	 	      24 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1963 Jul 23	     613	 	     652	 	 58.21 	 	LEO/I	-	-
S00606	00606	1963-024	1963-024C	C  Y        	Tiros VII despin weight	-	1963 Jun 19	S00604	1963 Jun 19 1015	Earth	1988 Jun  9	R	-	GSFC	US	-	-	-	       1 	?	      1 	?	       1 	?	   3.5 	 	  0.0 	 	    3.5 	 	Cable + Box	1964 Feb  3	     631	 	     681	 	 58.38 	 	LEO/I	-	-
S00607	00607	1963-024	1963-024D	C  Y        	Tiros VII despin weight	-	1963 Jun 19	S00604	1963 Jun 19 1015	Earth	1980 Feb  1	R	-	GSFC	US	-	-	-	       1 	?	      1 	?	       1 	?	   3.5 	 	  0.0 	 	    3.5 	 	Cable + Box	1963 Aug  7	     573	 	     647	 	 58.10 	 	LEO/I	-	-
S00608	00608	1963-014	1963-014C	P           	TRS 6	ERS 6	1963 May  9	A00337	1963 May  9 2130?	Earth	-	O	-	AFSSD	US	TRW	TRS	-	       1 	 	      1 	 	       1 	 	   0.2 	 	  0.2 	 	    0.2 	 	Tetrahedron	1964 Mar 17	    3634	 	    3654	 	 87.35 	 	MEO	-	-
S00609	00609	1963-025	1963-025A	P A         	OPS 0999	CORONA M-22	1963 Jun 27	A00361	1963 Jun 27 0043	Earth	1963 Jul 26	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	     387 	 	    387 	 	    1447 	 	   2.3 	 	  1.5 	 	    2.3 	 	Frust + Cyl	1963 Jul  5	     185	 	     388	 	 81.62 	 	LLEO/I	-	:C,:CC,NRO Mission 9056:CM,CORONA 66:CA,MURAL 22
S00610	00610	1963-022	1963-022C	C  Y        	Transit VA-3 despin weight	-	1963 Jun 16	S00594	1963 Jun 16 0200	Earth	1991 Nov 15	R	-	BUWEPS	US	-	-	-	       1 	 	      1 	 	       1 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Sep  3	     741	 	     885	 	 90.22 	 	LEO/P	-	-
S00611	00611	1963-022	1963-022D	C  Y        	Transit VA-3 despin weight	-	1963 Jun 16	S00594	1963 Jun 16 0200	Earth	1971 Mar  1	R	-	BUWEPS	US	-	-	-	       1 	 	      1 	 	       1 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Aug  9	     580	 	     758	 	 89.83 	 	LEO/P	-	-
S00612	00612	1963-026	1963-026A	P A         	GRS	AFCRL A	1963 Jun 28	A00362	1963 Jun 28 2129	Earth	1983 Dec 14	AR	-	AFCRL	US	AFCRL	GRS	-	      66 	?	     66 	?	      99 	?	   1.0 	 	  0.5 	 	    1.0 	 	Cyl	1963 Jul 30	     421	 	    1298	 	 49.74 	 	LEO/I	-	-
S00613	00613	1963-027	1963-027A	P A         	OPS 1440	Project 698BK Group 1-D	1963 Jun 29	A00363	1963 Jun 29 2323	Earth	1969 Oct 26 1600?	AR	-	NRO/SAFSP	US	LMSC/CHAIL	SAMOS F-2	-	     439 	 	    439 	 	    1309 	?	   4.0 	?	  1.5 	 	    4.0 	?	Irr	1963 Aug  2	     485	 	     521	 	 82.31 	 	LLEO/I	-	:C,:P,NRO Mission 7154:CM,Ferret 4:JP
S00614	00614	1963-025	1963-025B	P           	Hitchhiker 1	P-11 No. 4201	1963 Jun 27	A00361	1963 Jul  1 1600?	Earth	2024 Aug 12?	R	-	NRO/SAFSP	US	LMSC	P-11	P-11 motor	      95 	 	     95 	 	     126 	 	   0.3 	 	  0.8 	 	    0.8 	 	Box	1963 Aug  1	     331	 	    4125	 	 82.14 	 	MEO	-	-
S00615	00615	1963-027	1963-027B	D  O        	deb USAF satellite/Agena B	-	1963 Jun 29	S00613	1963 Jun 29 2323	Earth	1964 Nov 14	R	-	SAFSP	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Aug  1	     490	 	     509	 	 82.31 	 	LLEO/I	-	-
S00616	00616	1963-027	1963-027C	D  O        	deb USAF satellite/Agena B	-	1963 Jun 29	S00613	1963 Jun 29 2323	Earth	1963 Jul 10	R	-	SAFSP	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Jul  1	     179	 	     464	 	 82.31 	 	LLEO/I	-	-
S00617	00617	1963-021	1963-021G	D  O        	deb USN satellite/Agena D	-	1963 Jun 15	A08433	1963 Jun 15 1524	Earth	1963 Jul  3	R	-	SAFSP	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Jul  2	     159	 	     369	 	 69.82 	 	LLEO/I	-	-
S00618	00618	1963-028	1963-028A	P           	OPS 1467	GAMBIT SV 951	1963 Jul 12	S00620	1963 Jul 14 0050?	Earth	1963 Jul 18	R	-	NRO/SAFSP	US	GEVF	AFP-206 OCV	-	    2000 	?	   2000 	?	    2190 	?	   5.0 	 	  1.5 	 	    5.0 	 	Cyl + Frust	1963 Jul 14	     185	 	     189	 	 95.37 	 	LLEO/S	-	:C,:P,NRO Mission 4001:CM
S00619	00619	1963-028	1963-028B	C  F        	AFP-206 sensor cover?	-	1963 Jul 12	S00618	1963 Jul 12 2100?	Earth	1963 Jul 13	R	-	SAFSP	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Jul 13	     123	 	     216	 	 95.32 	 	LLEO/S	-	-
S00620	00620	1963-028	1963-028C	R2          	Agena D 4702	Agena D	1963 Jul 12	R07898	1963 Jul 12 2055	Earth	1963 Jul 16	R	-	AFSSD	US	LMSC	Agena D	-	     800 	 	    800 	 	     800 	 	   6.3 	 	  1.5 	 	    6.3 	 	Cyl	1963 Jul 14	     175	 	     184	 	 95.37 	 	LLEO/S	-	-
S00621	00621	1963-029	1963-029A	P A         	OPS 1266	CORONA M-23	1963 Jul 19	A00370	1963 Jul 19 0007	Earth	1963 Aug 13	AR	-	NRO/CIA	US	LMSC	CORONA KH-4	-	     173 	 	    173 	 	    1233 	 	   2.3 	 	  1.5 	 	    2.3 	 	Frust + Cyl	1963 Jul 26	     188	 	     366	 	 82.87 	 	LLEO/I	-	:C,:CC,NRO Mission 9057:CM,CORONA 67:CA,MURAL 23
S00622	00622	1963-030	1963-030A	P A         	Midas 9	Midas ETS-III F4	1963 Jul 19	A00371	1963 Jul 19 0500?	Earth	-	AO	-	AFSSD	US	LMSC	Midas	-	     840 	?	    840 	?	    1540 	?	   2.0 	 	  1.5 	 	    2.0 	 	Cone	1964 Sep 24	    3670	 	    3732	 	 88.42 	 	MEO	-	FTV 1207
S00623	00623	1963-029	1963-029B	D  O        	deb USAF satellite/Agena D	-	1963 Jul 19	S00621	1963 Jul 19 0010?	Earth	1963 Jul 29	R	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Jul 21	     199	 	     342	 	 82.80 	 	LLEO/I	-	-
S00624	00624	1963-030	1963-030D	P           	DASH 2	DASH 2	1963 Jul 19	A00371	1963 Jul 19 0500?	Earth	1971 Apr 12 0900?	R	-	AFSSD	US	MITLL	DASH	-	       1 	 	      1 	 	       1 	 	   2.4 	 	  2.4 	 	    2.4 	 	Sphere	1963 Sep  5	    3677	 	    3731	 	 88.41 	 	MEO	-	-
S00625	00625	1963-031	1963-031B	R3          	Delta 20 Stage 3	Altair X-248-A5DM	1963 Jul 26	R07958	1963 Jul 26 1443?	Earth	1989 Jul  9	R	-	GSFC	US	ABL	Altair	-	      24 	 	     24 	 	      24 	 	   1.5 	 	  0.5 	 	    1.5 	 	Cyl	1963 Nov 19	     256	 	   35562	 	 33.15 	 	GTO	-	-
S00626	00626	1963-032	1963-032A	P A         	OPS 1370	LANYARD 3	1963 Jul 31	A00378	1963 Jul 31 0007	Earth	1963 Aug 12	AR	-	NRO/CIA	US	LMSC	CORONA LANYARD	-	     472 	 	    472 	 	    1574 	 	   3.8 	 	  1.5 	 	    3.8 	 	Cyl + Frust	1963 Jul 31	     168	 	     467	 	 74.90 	 	LLEO/I	-	:C,:CC,NRO Mission 8003:CM,CORONA 68:CA
S00627	00627	1963-032	1963-032B	C  F        	LANYARD camera door?	-	1963 Jul 31	S00626	1963 Jul 31 0007	Earth	1963 Aug 10	R	-	NRO/CIA	US	-	-	-	      10 	 	     10 	 	      10 	 	   1.0 	?	  0.5 	?	    1.0 	?	Pan	1963 Aug  2	     173	 	     419	 	 74.94 	 	LLEO/I	-	-
S00628	00628	1963-014	1963-014F	C  F        	Midas solar array cover	Strongback  [RCS 1.0]	1963 May  9	A00337	1963 May  9 2130?	Earth	-	O	-	AFSSD	US	-	-	-	      10 	?	     10 	?	      10 	?	   1.5 	 	  0.3 	 	    1.5 	 	Pan	1993 Mar 28	    3588	 	    3729	 	 87.31 	 	MEO	-	-
S00629	00629	1963-014	1963-014G	P  V        	West Ford 3 Telem Package	West Ford Telemetry Package	1963 May  9	A00339	1963 May 10 1756	Earth	-	O	-	AFSSD	US	MITLL	-	-	       8 	 	      8 	 	       8 	 	   0.1 	 	  0.1 	 	    0.1 	 	Box	1991 Apr  8	    3509	 	    3776	 	 87.35 	 	MEO	-	-
S00630	00630	1963-030	1963-030C	C  F        	Midas solar array cover	Strongback	1963 Jul 19	A00371	1963 Jul 19 0500?	Earth	-	O	-	AFSSD	US	-	-	-	      10 	?	     10 	?	      10 	?	   1.5 	 	  0.3 	 	    1.5 	 	Pan	1963 Aug 21	    3654	 	    3715	 	 88.37 	 	MEO	-	-
S00631	00631	1963-030	1963-030E	C  F        	Midas solar array cover	Strongback	1963 Jul 19	A00371	1963 Jul 19 0500?	Earth	-	O	-	AFSSD	US	-	-	-	      10 	?	     10 	?	      10 	?	   1.5 	 	  0.3 	 	    1.5 	 	Pan	1963 Aug 20	    3671	 	    3760	 	 88.52 	 	MEO	-	-
S00632	00632	1963-033	1963-033A	P           	Kosmos-19	DS-P1 No. 3	1963 Aug  6	S00633	1963 Aug  6 0608?	Earth	1964 Mar 30 0745?	R	-	OKB586/PVO	SU	OKB586	DS-P1	-	     240 	 	    240 	 	     240 	 	   1.2 	?	  1.2 	 	    1.2 	?	Poly	1963 Sep  6	     277	 	     478	 	 48.95 	 	LLEO/I	-	-
S00633	00633	1963-033	1963-033B	R2          	Kosmos 63S1 (N15) Stage 2	S1	1963 Aug  6	R08001	1963 Aug  6 0608?	Earth	1963 Dec  9	R	-	RVSN	SU	OKB586	S1	-	     840 	 	    840 	 	     840 	 	   8.0 	 	  1.6 	 	    8.0 	 	Cyl	1963 Sep  6	     274	 	     462	 	 48.95 	 	LLEO/I	-	-
S00634	00634	1963-031	1963-031A	P           	Syncom 2	HS-301 Syncom B	1963 Jul 26	S00625	1963 Jul 26 1443?	Earth	-	O	-	GSFC	US	HSES	HS-301	JPL SR-12-1	      34 	 	     30 	?	      66 	 	   0.4 	 	  0.7 	 	    0.4 	 	Cyl	1963 Dec 10	   35784	 	   35793	 	 32.88 	 	GEO/T	-	NASA A-26:P
S00635	00635	1963-030	1963-030B	P           	TRS 9	ERS 9	1963 Jul 19	A00371	1963 Jul 19 0500?	Earth	-	O	-	AFSSD	US	TRW	TRS	-	       1 	 	      1 	 	       1 	 	   0.2 	 	  0.2 	 	    0.2 	 	Tetrahedron	1963 Aug 11	    3663	 	    3734	 	 88.41 	 	MEO	-	-
S00636	00636	1963-034	1963-034A	P A         	OPS 1419	CORONA J-1	1963 Aug 25	A00381	1963 Aug 25 0037	Earth	1963 Sep 12 1500?	AR	-	NRO/CIA	US	LMSC	CORONA KH-4A	-	     290 	 	    290 	 	    1605 	 	   2.5 	 	  1.5 	 	    2.5 	 	Frust + Cyl	1963 Aug 25	     184	 	     436	 	 75.00 	 	LLEO/I	-	:C,:CC,NRO Mission 1001:CM,CORONA 69:CA
S00637	00637	1963-035	1963-035A	P A         	OPS 1561	ARGON 11	1963 Aug 29	A00384	1963 Aug 29 2038	Earth	1963 Nov  7	AR	-	NRO/ACE	US	LMSC	CORONA ARGON	-	     101 	 	    101 	 	    1161 	 	   1.3 	 	  1.5 	 	    1.3 	 	Frust	1963 Sep 30	     277	 	     298	 	 81.85 	 	LLEO/I	-	:C,:CC,NRO Mission 9058A:CM,CORONA 70:CA
S00638	00638	1963-035	1963-035B	P           	0.1 Square Meter Target	-	1963 Aug 29	A00384	1963 Aug 29 2040?	Earth	1963 Sep 29	R	-	AFSSD?	US	LMSC?	-	-	      10 	?	     10 	?	      10 	?	   0.1 	 	  0.1 	 	    0.1 	 	Sphere	1963 Sep  5	     312	 	     423	 	 81.86 	 	LLEO/I	-	-
S00639	00639	1963-035	1963-035C	D  O        	deb USAF satellite	-	1963 Aug 29	A00384	1963 Aug 29 2040?	Earth	1963 Sep  2	R	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Aug 31	     295	 	     323	 	 81.90 	 	LLEO/I	-	-
S00640	00640	1963-035	1963-035D	D  O        	deb USAF satellite	-	1963 Aug 29	A00384	1963 Aug 29 2040?	Earth	1963 Sep  1	R	-	AFSSD	US	-	-	-	       0 	 	      0 	 	       0 	 	   0.0 	 	  0.0 	 	    0.0 	 	-	1963 Aug 31	     277	 	     295	 	 81.89 	 	LLEO/I	-	-
